task_id,code_of_stage,date_time_send,next_stage
323814,stage1,2023-09-16 - 14:56,stage2
323814,stage2,2023-09-05 - 10:14,Rejected
323814,stage1,2023-08-26 - 12:04,stage2
323814,stage2,2023-10-02 - 06:41,Rejected
323814,stage1,2023-10-16 - 10:55,stage2
323814,stage2,2023-08-26 - 13:04,stage3
323814,stage3,2023-11-06 - 00:45,stage4
323833,stage1,2023-10-03 - 07:42,stage2
323833,stage2,2023-09-17 - 09:26,stage3
323833,stage3,2023-10-19 - 08:58,Rejected
323833,stage1,2023-09-12 - 09:21,stage2
323833,stage2,2023-09-12 - 09:21,stage3
323833,stage3,2023-10-14 - 16:53,Rejected
323833,stage1,2023-09-28 - 17:37,stage2
323833,stage2,2023-10-10 - 19:49,stage3
323833,stage3,2023-10-20 - 20:59,Rejected
323833,stage1,2023-08-24 - 21:02,stage2
323833,stage2,2023-08-25 - 21:03,stage3
323833,stage3,2023-09-23 - 21:32,stage4
323833,stage4,2023-11-08 - 16:47,stage5
323833,stage5,2023-11-04 - 15:43,stage6
323833,stage6,2023-11-05 - 09:44,stage7
323833,stage7,2023-10-14 - 09:22,stage8
323837,stage1,2023-09-25 - 07:34,stage2
323837,stage2,2023-10-15 - 13:23,stage3
323837,stage3,2023-10-02 - 08:10,Rejected
323837,stage1,2023-09-28 - 15:06,stage2
323837,stage2,2023-10-13 - 15:21,stage3
323837,stage3,2023-09-27 - 17:05,stage4
323858,stage1,2023-08-10 - 08:50,stage2
323858,stage2,2023-10-14 - 06:53,Rejected
323858,stage1,2023-09-28 - 08:37,stage2
323858,stage2,2023-09-08 - 13:17,stage3
323858,stage3,2023-10-03 - 12:42,Rejected
323858,stage1,2023-10-09 - 12:48,stage2
323858,stage2,2023-10-12 - 12:51,stage3
323858,stage3,2023-10-16 - 21:55,stage4
323858,stage4,2023-08-27 - 12:05,stage5
323858,stage5,2023-10-18 - 14:57,Rejected
323858,stage1,2023-10-07 - 21:46,stage2
323858,stage2,2023-10-09 - 21:48,stage3
323858,stage3,2023-10-12 - 21:51,stage4
323858,stage4,2023-10-30 - 16:38,stage5
323858,stage5,2023-09-23 - 16:01,stage6
323858,stage6,2023-10-29 - 09:37,stage7
323858,stage7,2023-11-04 - 16:43,stage8
323903,stage1,2023-08-17 - 23:57,stage2
323903,stage2,2023-07-15 - 09:24,Rejected
323903,stage1,2023-08-13 - 13:53,stage2
323903,stage2,2023-08-29 - 15:38,Rejected
323903,stage1,2023-09-27 - 14:36,stage2
323903,stage2,2023-09-28 - 08:37,Rejected
323903,stage1,2023-08-23 - 09:01,stage2
323903,stage2,2023-10-11 - 13:50,stage3
323903,stage3,2023-09-15 - 10:24,Rejected
323903,stage1,2023-09-03 - 11:12,stage2
323903,stage2,2023-09-04 - 11:13,stage3
323903,stage3,2023-10-03 - 12:42,Rejected
323903,stage1,2023-10-18 - 12:57,stage2
323903,stage2,2023-09-23 - 13:32,stage3
323903,stage3,2023-09-09 - 22:18,stage4
323903,stage4,2023-10-09 - 12:48,Rejected
323903,stage1,2023-10-03 - 15:42,stage2
323903,stage2,2023-09-13 - 16:22,stage3
323903,stage3,2023-08-26 - 20:04,stage4
323929,stage1,2023-09-07 - 20:47,stage2
323929,stage2,2023-09-02 - 10:42,Rejected
323929,stage1,2023-10-05 - 14:44,stage2
323929,stage2,2023-09-28 - 13:37,stage3
323929,stage3,2023-09-09 - 15:18,Rejected
323929,stage1,2023-09-20 - 17:29,stage2
323929,stage2,2023-10-01 - 21:40,stage3
323929,stage3,2023-08-28 - 22:06,stage4
323985,stage1,2023-07-22 - 19:31,stage2
323985,stage2,2023-08-15 - 11:24,stage3
323985,stage3,2023-09-06 - 09:46,stage4
323985,stage4,2023-09-17 - 00:26,Rejected
323985,stage1,2023-09-27 - 10:36,stage2
323985,stage2,2023-10-12 - 10:51,stage3
323985,stage3,2023-08-27 - 11:05,Rejected
323985,stage1,2023-09-05 - 11:14,stage2
323985,stage2,2023-09-26 - 12:04,stage3
323985,stage3,2023-09-25 - 07:03,stage4
324001,stage1,2023-06-28 - 16:38,stage2
324001,stage2,2023-07-08 - 07:48,Rejected
324001,stage1,2023-07-31 - 23:40,stage2
324001,stage2,2023-07-26 - 08:35,Rejected
324065,stage1,2023-11-13 - 14:52,stage2
324065,stage2,2023-11-18 - 14:57,Rejected
324096,stage1,2023-09-09 - 12:18,stage2
324096,stage2,2023-09-06 - 08:15,Rejected
324096,stage1,2023-08-29 - 12:07,stage2
324096,stage2,2023-09-29 - 10:38,Rejected
324096,stage1,2023-09-19 - 14:28,stage2
324096,stage2,2023-10-01 - 09:40,Rejected
324096,stage1,2023-10-17 - 14:56,stage2
324096,stage2,2023-10-16 - 09:55,stage3
324096,stage3,2023-10-02 - 08:10,Rejected
324096,stage1,2023-09-24 - 13:02,stage2
324096,stage2,2023-09-25 - 10:03,Rejected
324103,stage1,2023-08-27 - 11:36,stage2
324103,stage2,2023-09-15 - 07:55,Rejected
324103,stage1,2023-09-07 - 13:47,stage2
324103,stage2,2023-09-10 - 08:19,stage3
324105,stage1,2023-06-27 - 22:37,stage2
324105,stage2,2023-06-30 - 07:40,stage3
324105,stage3,2023-07-27 - 12:36,Rejected
324105,stage1,2023-06-25 - 15:04,stage2
324105,stage2,2023-07-02 - 08:11,Rejected
324105,stage1,2023-08-07 - 13:47,stage2
324105,stage2,2023-07-26 - 08:35,stage3
324105,stage3,2023-08-24 - 16:02,Rejected
324105,stage1,2023-10-01 - 16:40,stage2
324105,stage2,2023-10-02 - 16:41,stage3
324105,stage3,2023-08-30 - 18:08,stage4
324105,stage4,2023-08-22 - 20:00,stage5
324105,stage5,2023-11-03 - 19:42,stage6
324105,stage6,2023-10-19 - 11:27,stage7
324105,stage7,2023-10-08 - 15:16,Rejected
324112,stage1,2023-11-11 - 08:50,stage2
324112,stage2,2023-09-29 - 10:07,Rejected
324112,stage1,2023-11-04 - 11:43,stage2
324112,stage2,2023-11-08 - 11:47,stage3
324112,stage3,2023-10-14 - 12:22,Rejected
324112,stage1,2023-10-10 - 09:18,stage2
324112,stage2,2023-10-12 - 09:20,stage3
324112,stage3,2023-11-11 - 10:50,stage4
324117,stage1,2023-07-01 - 20:10,stage2
324117,stage2,2023-07-18 - 07:27,stage3
324117,stage3,2023-09-11 - 11:20,Rejected
324117,stage1,2023-10-05 - 16:44,stage2
324117,stage2,2023-10-09 - 16:48,Rejected
324117,stage1,2023-09-07 - 17:16,stage2
324117,stage2,2023-08-31 - 09:09,stage3
324117,stage3,2023-11-06 - 16:45,stage4
324145,stage1,2023-09-30 - 15:39,stage2
324145,stage2,2023-10-10 - 15:49,stage3
324145,stage3,2023-10-28 - 23:36,stage4
324261,stage1,2023-10-18 - 11:26,stage2
324261,stage2,2023-10-20 - 13:28,stage3
324261,stage3,2023-10-02 - 15:10,Rejected
324261,stage1,2023-10-04 - 21:12,stage2
324261,stage2,2023-10-26 - 07:34,stage3
324261,stage3,2023-11-07 - 20:46,Rejected
324261,stage1,2023-10-06 - 21:14,stage2
324261,stage2,2023-11-13 - 08:52,stage3
324273,stage1,2023-09-20 - 22:29,stage2
324273,stage2,2023-11-20 - 08:59,stage3
324273,stage3,2023-10-26 - 15:34,stage4
324497,stage1,2023-06-18 - 10:28,stage2
324497,stage2,2023-07-13 - 11:53,stage3
324497,stage3,2023-09-08 - 08:48,Rejected
324497,stage1,2023-09-03 - 18:12,stage2
324497,stage2,2023-09-14 - 13:23,Rejected
324497,stage1,2023-12-15 - 08:54,stage2
324560,stage1,2023-04-26 - 17:06,stage2
324560,stage2,2023-05-23 - 10:02,stage3
324560,stage3,2023-07-18 - 11:27,Rejected
324631,stage1,2023-08-26 - 15:35,stage2
324631,stage2,2023-09-19 - 10:59,Rejected
324631,stage1,2023-08-22 - 12:00,stage2
324631,stage2,2023-08-24 - 12:02,Rejected
324631,stage1,2023-09-22 - 10:31,stage2
324631,stage2,2023-10-01 - 11:40,Rejected
324631,stage1,2023-10-13 - 13:52,stage2
324631,stage2,2023-08-29 - 08:07,Rejected
324631,stage1,2023-10-03 - 09:42,stage2
324631,stage2,2023-09-12 - 11:21,Rejected
324631,stage1,2023-10-07 - 13:46,stage2
324631,stage2,2023-08-23 - 09:01,Rejected
324631,stage1,2023-10-05 - 09:44,stage2
324631,stage2,2023-10-17 - 07:56,Rejected
324631,stage1,2023-09-14 - 11:23,stage2
324631,stage2,2023-10-13 - 08:52,Rejected
324631,stage1,2023-10-09 - 09:48,stage2
324631,stage2,2023-09-13 - 11:22,stage3
324631,stage3,2023-09-24 - 15:33,stage4
324633,stage1,2023-08-17 - 10:26,stage2
324633,stage2,2023-08-04 - 12:13,stage3
324633,stage3,2023-09-17 - 12:26,Rejected
324633,stage1,2023-10-13 - 12:52,stage2
324633,stage2,2023-08-30 - 13:08,stage3
324633,stage3,2023-09-13 - 12:22,Rejected
324633,stage1,2023-08-30 - 19:08,stage2
324633,stage2,2023-09-29 - 10:38,stage3
324633,stage3,2023-09-25 - 14:34,stage4
324633,stage4,2023-09-25 - 23:03,stage5
324633,stage5,2023-10-01 - 11:09,stage6
324633,stage6,2023-10-12 - 10:20,stage7
324633,stage7,2023-10-18 - 16:26,stage8
324785,stage1,2023-10-03 - 19:42,stage2
324785,stage2,2023-10-07 - 10:46,Rejected
324785,stage1,2023-10-01 - 12:40,stage2
324785,stage2,2023-10-12 - 10:20,stage3
324785,stage3,2023-11-09 - 09:48,Rejected
324785,stage1,2023-11-14 - 14:53,stage2
324785,stage2,2023-10-23 - 08:31,stage3
324785,stage3,2023-10-28 - 12:36,Rejected
324785,stage1,2023-10-12 - 15:20,stage2
324785,stage2,2023-10-13 - 15:21,stage3
324785,stage3,2023-11-12 - 09:51,stage4
324887,stage1,2023-05-21 - 10:00,stage2
324887,stage2,2023-08-15 - 11:24,Rejected
324887,stage1,2023-08-27 - 15:05,stage2
324887,stage2,2023-09-03 - 10:12,stage3
324887,stage3,2023-09-12 - 18:21,stage4
324887,stage4,2023-11-13 - 15:52,stage5
324887,stage5,2023-11-09 - 13:48,Rejected
324887,stage1,2023-10-14 - 10:22,stage2
324887,stage2,2023-10-25 - 10:33,stage3
324887,stage3,2023-10-09 - 17:17,stage4
324887,stage4,2023-10-11 - 21:19,stage5
324903,stage1,2023-08-31 - 11:09,stage2
324903,stage2,2023-09-01 - 13:10,Rejected
324903,stage1,2023-10-12 - 08:51,stage2
324903,stage2,2023-08-23 - 13:01,stage3
324903,stage3,2023-08-25 - 14:03,Rejected
324903,stage1,2023-09-09 - 11:18,stage2
324903,stage2,2023-09-10 - 11:19,stage3
324903,stage3,2023-09-13 - 11:22,Rejected
324903,stage1,2023-09-25 - 11:34,stage2
324903,stage2,2023-09-26 - 11:35,stage3
324903,stage3,2023-10-07 - 11:46,Rejected
324903,stage1,2023-08-27 - 12:05,stage2
324903,stage2,2023-08-29 - 12:07,stage3
324903,stage3,2023-09-25 - 12:34,Rejected
324903,stage1,2023-09-28 - 12:37,stage2
324903,stage2,2023-10-02 - 12:41,Rejected
324903,stage1,2023-10-07 - 12:46,stage2
324903,stage2,2023-10-13 - 12:52,stage3
324903,stage3,2023-10-30 - 00:38,stage4
324903,stage4,2023-10-28 - 11:36,stage5
324903,stage5,2023-10-29 - 09:37,stage6
324932,stage1,2023-08-28 - 11:37,stage2
324932,stage2,2023-08-19 - 12:28,Rejected
324932,stage1,2023-10-03 - 22:11,stage2
324948,stage1,2023-10-14 - 14:22,stage2
324948,stage2,2023-10-23 - 14:31,Rejected
325276,stage1,2023-07-28 - 11:37,stage2
325276,stage2,2023-09-19 - 11:59,stage3
325276,stage3,2023-08-03 - 10:12,stage4
325276,stage4,2023-09-12 - 23:21,stage5
325276,stage5,2023-09-07 - 17:16,Rejected
325276,stage1,2023-11-02 - 10:41,stage2
325276,stage2,2023-11-03 - 10:42,stage3
325276,stage3,2023-11-06 - 07:45,stage4
325276,stage4,2023-11-19 - 23:58,stage5
325276,stage5,2023-11-17 - 18:56,stage6
325276,stage6,2023-10-27 - 13:35,stage7
325317,stage1,2023-09-02 - 13:11,stage2
325317,stage2,2023-10-17 - 10:56,Rejected
325317,stage1,2023-09-24 - 12:33,stage2
325317,stage2,2023-09-11 - 14:20,stage3
325317,stage3,2023-10-08 - 10:16,Rejected
325317,stage1,2023-11-14 - 22:53,stage2
325317,stage2,2023-10-21 - 12:29,stage3
325317,stage3,2023-11-07 - 13:46,stage4
325317,stage1,2023-07-09 - 15:18,stage2
325317,stage2,2023-08-17 - 13:57,Rejected
325317,stage1,2023-06-24 - 17:03,stage2
325317,stage2,2023-08-28 - 11:06,Rejected
325483,stage1,2023-10-11 - 23:50,stage2
325483,stage2,2023-09-07 - 09:16,Rejected
325483,stage1,2023-08-22 - 10:00,stage2
325483,stage2,2023-09-10 - 10:19,stage3
325483,stage3,2023-10-06 - 14:45,Rejected
325483,stage1,2023-09-27 - 12:05,stage2
325483,stage2,2023-10-13 - 09:21,stage3
325483,stage3,2023-09-26 - 15:04,stage4
325511,stage1,2023-09-25 - 15:34,stage2
325511,stage2,2023-10-25 - 12:33,Rejected
325511,stage1,2023-11-11 - 12:50,stage2
325511,stage2,2023-09-22 - 12:00,Rejected
325511,stage1,2023-10-05 - 12:13,stage2
325511,stage2,2023-10-06 - 12:14,stage3
325511,stage3,2023-09-22 - 14:00,stage4
325843,stage1,2023-10-23 - 12:31,stage2
325843,stage2,2023-09-29 - 11:07,stage3
325843,stage3,2023-10-16 - 10:24,stage4
325844,stage1,2023-10-11 - 16:19,stage2
325844,stage2,2023-10-11 - 09:19,stage3
325847,stage1,2023-09-25 - 18:03,stage2
325847,stage2,2023-11-04 - 13:43,stage3
325847,stage3,2023-10-16 - 10:24,stage4
325877,stage1,2023-11-01 - 23:40,stage2
325877,stage2,2023-10-24 - 09:32,stage3
326053,stage1,2023-11-15 - 00:54,stage2
326115,stage1,2023-11-06 - 07:45,stage2
326115,stage2,2023-10-10 - 11:18,stage3
326115,stage3,2023-10-08 - 15:16,stage4
326117,stage1,2023-09-28 - 11:37,stage2
326117,stage2,2023-10-17 - 14:56,stage3
326117,stage3,2023-11-05 - 13:44,stage4
326117,stage1,2023-08-27 - 15:05,stage2
326117,stage2,2023-10-15 - 08:54,stage3
326117,stage3,2023-11-06 - 13:45,stage4
326152,stage1,2023-08-01 - 12:41,stage2
326152,stage2,2023-08-07 - 12:47,stage3
326152,stage3,2023-07-22 - 15:00,Rejected
326152,stage1,2023-09-06 - 12:15,stage2
326152,stage2,2023-09-10 - 12:19,stage3
326152,stage3,2023-11-03 - 13:42,stage4
326193,stage1,2023-08-25 - 09:03,stage2
326193,stage2,2023-09-02 - 09:11,stage3
326193,stage3,2023-11-20 - 13:59,stage4
326193,stage4,2023-10-14 - 13:22,stage5
326353,stage1,2023-09-09 - 11:18,stage2
326353,stage2,2023-09-11 - 11:20,stage3
326353,stage3,2023-11-09 - 13:48,stage4
326489,stage1,2023-10-12 - 07:51,stage2
326489,stage2,2023-10-28 - 13:36,stage3
326489,stage3,2023-10-06 - 08:14,Rejected
326489,stage1,2023-09-25 - 16:03,stage2
326489,stage2,2023-10-20 - 16:28,stage3
326489,stage3,2023-11-11 - 00:20,stage4
326592,stage1,2023-09-08 - 11:17,stage2
326592,stage2,2023-09-15 - 11:24,Rejected
326592,stage1,2023-09-28 - 14:37,stage2
326592,stage2,2023-10-17 - 14:56,stage3
326592,stage3,2023-08-31 - 15:09,stage4
326592,stage4,2023-09-22 - 13:00,stage5
326592,stage5,2023-10-29 - 15:37,stage6
326606,stage1,2023-06-01 - 08:11,stage2
326606,stage2,2023-06-29 - 08:39,stage3
326606,stage3,2023-07-04 - 08:44,Rejected
326606,stage1,2023-07-09 - 08:49,stage2
326606,stage2,2023-07-09 - 08:49,stage3
326606,stage3,2023-05-25 - 13:04,stage4
326606,stage4,2023-06-26 - 08:05,Rejected
326606,stage1,2023-08-10 - 11:50,stage2
326606,stage2,2023-08-11 - 11:51,stage3
326606,stage3,2023-07-27 - 13:36,Rejected
326606,stage1,2023-07-29 - 13:38,stage2
326606,stage2,2023-08-08 - 13:48,stage3
326606,stage3,2023-08-20 - 08:29,Rejected
326606,stage1,2023-09-04 - 12:13,stage2
326606,stage2,2023-09-14 - 12:23,Rejected
326606,stage1,2023-10-03 - 13:42,stage2
326606,stage2,2023-10-07 - 13:46,stage3
326606,stage3,2023-10-19 - 13:58,stage4
326977,stage1,2023-08-16 - 06:25,stage2
326977,stage2,2023-10-15 - 01:54,stage3
326977,stage3,2023-09-09 - 11:18,stage4
326977,stage4,2023-08-31 - 14:09,stage5
326977,stage5,2023-11-19 - 13:58,Rejected
326977,stage1,2023-10-04 - 10:12,stage2
326993,stage1,2023-10-11 - 21:50,stage2
326993,stage2,2023-10-14 - 21:53,stage3
326993,stage1,2023-08-04 - 07:44,stage2
326993,stage2,2023-08-07 - 06:16,stage3
327003,stage1,2023-07-01 - 10:41,stage2
327003,stage2,2023-06-29 - 12:39,stage3
327003,stage3,2023-09-12 - 09:21,stage4
327003,stage4,2023-10-30 - 12:38,stage5
327003,stage5,2023-09-24 - 15:02,Rejected
327003,stage1,2023-06-16 - 09:26,stage2
327003,stage2,2023-06-29 - 12:39,stage3
327003,stage3,2023-09-29 - 08:38,stage4
327003,stage4,2023-10-30 - 22:38,stage5
327003,stage5,2023-10-01 - 17:09,stage6
327003,stage6,2023-11-11 - 11:50,stage7
327049,stage1,2023-06-23 - 07:33,stage2
327049,stage2,2023-06-24 - 07:34,stage3
327049,stage3,2023-09-27 - 10:36,stage4
327049,stage4,2023-11-10 - 21:49,Rejected
327062,stage1,2023-10-11 - 01:50,stage2
327062,stage2,2023-10-15 - 01:54,stage3
327062,stage3,2023-09-01 - 11:10,stage4
327062,stage4,2023-11-09 - 21:48,Rejected
327062,stage1,2023-08-09 - 09:18,stage2
327062,stage2,2023-07-22 - 08:00,stage3
327062,stage3,2023-09-05 - 11:14,stage4
327062,stage4,2023-11-06 - 21:45,Rejected
327233,stage1,2023-11-09 - 13:48,stage2
327233,stage2,2023-11-12 - 13:51,Rejected
327285,stage1,2023-11-12 - 14:51,stage2
327285,stage2,2023-11-20 - 14:59,Rejected
327285,stage1,2023-10-12 - 11:20,stage2
327285,stage2,2023-11-01 - 11:40,stage3
327285,stage3,2023-10-18 - 14:26,stage4
327285,stage4,2023-11-05 - 14:44,stage5
327385,stage1,2023-07-24 - 06:33,stage2
327385,stage2,2023-07-30 - 09:08,Rejected
328260,stage1,2023-09-30 - 14:39,stage2
328272,stage1,2023-11-08 - 10:47,stage2
328458,stage1,2023-07-05 - 22:14,stage2
328458,stage2,2023-09-02 - 11:42,stage3
328458,stage3,2023-08-03 - 10:12,stage4
328458,stage4,2023-09-15 - 23:24,Rejected
328458,stage1,2023-11-15 - 14:54,stage2
328458,stage2,2023-11-15 - 14:54,stage3
328458,stage3,2023-10-01 - 07:09,stage4
328469,stage1,2023-06-04 - 09:14,stage2
328469,stage2,2023-05-31 - 12:10,stage3
328469,stage3,2023-07-19 - 06:28,stage4
328469,stage4,2023-08-15 - 07:55,Rejected
328469,stage1,2023-09-28 - 10:37,stage2
328469,stage2,2023-08-26 - 11:04,Rejected
328469,stage1,2023-09-16 - 11:25,stage2
328469,stage2,2023-09-12 - 12:21,Rejected
328469,stage1,2023-09-16 - 19:25,stage2
328469,stage2,2023-11-15 - 11:54,stage3
328469,stage3,2023-11-02 - 09:41,stage4
328469,stage4,2023-10-18 - 10:26,Rejected
328469,stage1,2023-11-07 - 11:46,stage2
328469,stage2,2023-11-10 - 11:49,stage3
328482,stage1,2023-08-06 - 10:46,stage2
328482,stage2,2023-07-30 - 10:08,Rejected
328482,stage1,2023-07-24 - 10:02,stage2
328482,stage2,2023-08-21 - 10:30,Rejected
328482,stage1,2023-09-07 - 10:47,stage2
328482,stage2,2023-08-05 - 15:14,Rejected
328482,stage1,2023-08-22 - 13:00,stage2
328482,stage2,2023-09-03 - 09:12,Rejected
328482,stage1,2023-09-15 - 12:24,stage2
328482,stage2,2023-10-20 - 06:59,Rejected
328482,stage1,2023-08-25 - 07:03,stage2
328482,stage2,2023-08-27 - 07:05,stage3
328482,stage3,2023-10-27 - 09:35,stage4
328482,stage4,2023-11-14 - 23:53,stage5
328482,stage5,2023-11-17 - 22:56,stage6
328485,stage1,2023-09-07 - 07:47,stage2
328485,stage2,2023-09-15 - 07:55,Rejected
328485,stage1,2023-08-23 - 12:01,stage2
328485,stage2,2023-10-19 - 12:58,Rejected
328485,stage1,2023-09-21 - 12:30,stage2
328485,stage2,2023-09-24 - 12:33,stage3
328485,stage3,2023-11-08 - 11:47,stage4
328485,stage4,2023-10-24 - 00:32,stage5
328485,stage5,2023-09-23 - 23:01,stage6
328540,stage1,2023-11-09 - 11:48,stage2
328540,stage2,2023-11-14 - 11:53,Rejected
328541,stage1,2023-08-24 - 00:02,stage2
328561,stage1,2023-10-23 - 19:31,stage2
328561,stage2,2023-10-28 - 12:36,stage3
328579,stage1,2023-08-14 - 12:54,stage2
328579,stage2,2023-07-29 - 17:38,Rejected
328579,stage1,2023-06-28 - 08:07,stage2
328579,stage2,2023-10-13 - 13:52,Rejected
328579,stage1,2023-08-24 - 21:02,stage2
328579,stage2,2023-09-11 - 14:20,stage3
328871,stage1,2023-07-04 - 06:44,stage2
328871,stage2,2023-06-02 - 12:12,Rejected
328871,stage1,2023-06-04 - 13:14,stage2
328871,stage2,2023-06-04 - 07:14,stage3
328871,stage3,2023-07-05 - 13:14,Rejected
328871,stage1,2023-07-03 - 17:12,stage2
328871,stage2,2023-07-30 - 11:08,Rejected
328871,stage1,2023-09-09 - 07:49,stage2
328871,stage2,2023-09-23 - 09:32,stage3
328871,stage3,2023-10-12 - 12:20,stage4
328902,stage1,2023-10-14 - 22:22,stage2
328902,stage2,2023-09-27 - 12:05,stage3
328902,stage3,2023-10-30 - 13:38,Rejected
328902,stage1,2023-11-18 - 10:57,stage2
328902,stage2,2023-09-26 - 11:04,Rejected
328902,stage1,2023-10-02 - 11:10,stage2
328902,stage2,2023-10-05 - 15:13,stage3
329017,stage1,2023-09-27 - 12:05,stage2
329017,stage2,2023-11-11 - 08:20,stage3
329065,stage1,2023-08-01 - 09:10,stage2
329065,stage2,2023-08-05 - 09:14,Rejected
329065,stage1,2023-09-04 - 19:44,stage2
329065,stage2,2023-09-07 - 07:47,Rejected
329065,stage1,2023-09-18 - 16:58,stage2
329065,stage2,2023-08-12 - 12:21,Rejected
329065,stage1,2023-07-29 - 09:07,stage2
329065,stage2,2023-08-10 - 12:19,Rejected
329065,stage1,2023-09-05 - 13:45,stage2
329065,stage2,2023-07-25 - 08:03,Rejected
329065,stage1,2023-08-09 - 08:18,stage2
329065,stage2,2023-08-19 - 12:28,Rejected
329065,stage1,2023-08-29 - 12:38,stage2
329065,stage2,2023-09-08 - 08:17,stage3
329065,stage3,2023-09-18 - 12:27,Rejected
329065,stage1,2023-09-12 - 14:21,stage2
329065,stage2,2023-10-19 - 07:58,stage3
329065,stage3,2023-09-30 - 16:39,stage4
329065,stage4,2023-10-05 - 23:13,stage5
329065,stage5,2023-10-15 - 11:23,stage6
329065,stage6,2023-10-20 - 10:28,stage7
329065,stage7,2023-10-22 - 16:30,stage8
329162,stage1,2023-06-13 - 14:23,stage2
329162,stage2,2023-08-24 - 11:02,Rejected
329162,stage1,2023-08-23 - 07:01,stage2
329162,stage2,2023-09-23 - 11:32,Rejected
329162,stage1,2023-10-12 - 19:51,stage2
329162,stage2,2023-08-26 - 21:04,Rejected
329162,stage1,2023-09-10 - 07:19,stage2
329162,stage2,2023-10-14 - 07:53,stage3
329162,stage3,2023-11-08 - 09:47,Rejected
329162,stage1,2023-11-07 - 10:46,stage2
329162,stage2,2023-10-18 - 11:26,stage3
329162,stage3,2023-09-25 - 15:03,Rejected
329162,stage1,2023-11-14 - 15:53,stage2
329162,stage2,2023-10-23 - 08:31,stage3
329162,stage3,2023-10-29 - 12:37,Rejected
329162,stage1,2023-10-04 - 15:12,stage2
329162,stage2,2023-10-05 - 15:13,stage3
329162,stage3,2023-10-26 - 09:34,stage4
329172,stage1,2023-10-14 - 16:53,stage2
329172,stage2,2023-11-20 - 10:59,stage3
329172,stage3,2023-11-09 - 09:48,Rejected
329172,stage1,2023-09-28 - 14:06,stage2
329172,stage2,2023-09-26 - 16:04,Rejected
329172,stage1,2023-10-26 - 08:34,stage2
329172,stage2,2023-10-28 - 08:36,stage3
329172,stage3,2023-10-29 - 12:37,Rejected
329172,stage1,2023-11-02 - 07:41,stage2
329172,stage2,2023-11-03 - 07:42,stage3
329172,stage3,2023-11-11 - 08:50,stage4
329199,stage1,2023-11-17 - 18:56,stage2
329199,stage2,2023-11-19 - 18:58,Rejected
329199,stage1,2023-06-01 - 11:11,stage2
329199,stage2,2023-10-16 - 07:55,Rejected
329199,stage1,2023-10-10 - 11:49,stage2
329199,stage2,2023-08-23 - 12:01,stage3
329199,stage3,2023-11-09 - 09:48,Rejected
329199,stage1,2023-11-12 - 11:51,stage2
329199,stage2,2023-10-13 - 13:21,stage3
329199,stage3,2023-09-26 - 15:04,Rejected
329199,stage1,2023-11-18 - 15:57,stage2
329199,stage2,2023-10-24 - 08:32,stage3
329199,stage3,2023-10-29 - 12:37,Rejected
329199,stage1,2023-10-15 - 07:23,stage2
329199,stage2,2023-11-08 - 14:47,stage3
329199,stage3,2023-10-08 - 09:16,stage4
329201,stage1,2023-10-10 - 10:49,stage2
329201,stage2,2023-10-04 - 12:12,stage3
329201,stage3,2023-10-21 - 21:29,stage4
329201,stage4,2023-11-12 - 11:51,stage5
329201,stage5,2023-10-02 - 15:10,stage6
329243,stage1,2023-10-18 - 15:26,stage2
329243,stage2,2023-11-07 - 15:46,stage3
329243,stage3,2023-11-03 - 17:42,stage4
329284,stage1,2023-07-20 - 17:29,stage2
329284,stage2,2023-07-30 - 21:08,stage3
329284,stage3,2023-07-24 - 21:02,Rejected
329284,stage1,2023-09-16 - 14:25,stage2
329284,stage2,2023-10-02 - 07:41,stage3
329284,stage3,2023-08-22 - 08:00,stage4
329284,stage4,2023-09-23 - 15:01,stage5
329284,stage5,2023-09-26 - 14:04,stage6
329377,stage1,2023-09-15 - 10:24,stage2
329377,stage2,2023-09-19 - 11:28,Rejected
329377,stage1,2023-10-05 - 12:44,stage2
329377,stage2,2023-09-04 - 07:13,Rejected
329377,stage1,2023-09-24 - 08:33,stage2
329377,stage2,2023-09-23 - 09:32,stage3
329377,stage3,2023-10-31 - 13:39,Rejected
329377,stage1,2023-11-10 - 10:49,stage2
329377,stage2,2023-09-27 - 15:05,Rejected
329377,stage1,2023-10-17 - 09:25,stage2
329377,stage2,2023-10-18 - 09:26,stage3
329411,stage1,2023-10-10 - 11:18,stage2
329411,stage2,2023-11-18 - 11:57,Rejected
329411,stage1,2023-09-22 - 12:00,stage2
329411,stage2,2023-09-25 - 12:03,Rejected
329411,stage1,2023-10-10 - 12:18,stage2
329457,stage1,2023-09-17 - 08:57,stage2
329457,stage2,2023-08-09 - 07:18,stage3
329457,stage3,2023-08-12 - 08:21,Rejected
329457,stage1,2023-07-28 - 10:06,stage2
329457,stage2,2023-09-02 - 08:42,Rejected
329457,stage1,2023-08-19 - 09:28,stage2
329457,stage2,2023-09-08 - 08:48,Rejected
329457,stage1,2023-09-15 - 08:55,stage2
329457,stage2,2023-10-19 - 08:58,stage3
329457,stage3,2023-09-09 - 09:18,stage4
329514,stage1,2023-09-25 - 23:03,stage2
330268,stage1,2023-07-13 - 13:53,stage2
330268,stage2,2023-06-04 - 09:14,Rejected
330367,stage1,2023-10-11 - 12:19,stage2
330367,stage2,2023-09-23 - 13:01,Rejected
330367,stage1,2023-10-02 - 11:10,stage2
330367,stage2,2023-10-14 - 12:22,stage3
